BookingID,ArrivalYear,ArrivalMonth,ArrivalWeekNumber,ArrivalDayOfMonth,ArrivalHour,WeekendStays,WeekdayStays,Adults,Children,Babies,FirstTimeGuest,AffiliatedCustomer,PreviousReservations,PreviousStays,PreviousCancellations,DaysUntilConfirmation,OnlineReservation,BookingChanges,BookingToArrivalDays,ParkingSpacesBooked,SpecialRequests,PartOfGroup,CompanyReservation,OrderedMealsPerDay,FloorReserved,FloorAssigned,DailyRateEuros,DailyRateUSD,%PaidinAdvance,CountryofOriginAvgIncomeEuros (Year-2),CountryofOriginAvgIncomeEuros (Year-1),CountryofOriginHDI (Year-1)
20000,2016,1,2,3,22.5,2,1,2,0.0,0,1,0,0,0,0,0,1,0,33,0,0,0,1,1,6,6,71.84,71.1216,0.0,28742.44,29668.86,0.842
12645,2016,1,2,4,14.0,1,0,2,0.0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,3,3,99.0,98.01,0.0,61902.13,63938.99,0.942
27332,2016,1,2,4,14.0,1,0,1,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,3,3,108.0,106.92,0.0,41259.0,42509.89,0.918
27268,2016,1,2,4,14.75,1,0,2,0.0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,3,3,106.0,104.94,0.0,47011.55,47683.79,0.933
21259,2016,1,2,4,15.0,1,2,1,0.0,0,1,0,0,0,0,0,1,1,20,0,0,0,1,1,6,6,79.0,78.21,0.0,40141.59,40833.24,0.898
23537,2016,1,2,4,16.25,1,2,1,0.0,0,0,0,17,15,2,0,0,0,0,0,0,0,1,1,6,6,66.0,65.34,0.0,28742.44,29668.86,0.842
25337,2016,1,2,4,18.0,1,1,2,0.0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,6,6,86.0,85.14,0.0,28742.44,29668.86,0.842
30125,2016,1,2,4,19.25,1,1,2,0.0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,6,6,75.0,74.25,0.0,36194.87,36909.33,0.876
15796,2016,1,2,4,20.0,1,3,2,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,6,6,41.0,40.59,0.0,28742.44,29668.86,0.842
16611,2016,1,2,4,20.75,1,3,3,0.0,0,1,0,0,0,0,0,1,0,28,0,1,0,1,1,6,6,122.0,120.78,0.0,33525.74,34912.48,0.885
21520,2016,1,2,4,21.0,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,65.0,64.35,0.0,28742.44,29668.86,0.842
27081,2016,1,2,4,21.75,1,0,1,0.0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,6,6,76.0,75.24,0.0,40141.59,40833.24,0.898
21079,2016,1,2,4,22.25,1,2,1,0.0,0,1,0,0,0,0,0,1,0,7,0,0,0,1,1,6,6,82.0,81.17999999999999,0.0,33525.74,34912.48,0.885
39014,2016,1,2,4,23.25,1,3,2,0.0,0,1,0,0,0,0,0,1,0,11,0,0,0,1,1,6,6,70.0,69.3,0.0,40141.59,40833.24,0.898
26021,2016,1,2,5,14.5,0,5,2,2.0,0,1,1,1,0,1,0,1,0,87,0,0,0,1,1,1,1,153.0,151.47,0.0,28742.44,29668.86,0.842
39342,2016,1,2,5,17.25,0,2,1,0.0,0,0,0,6,6,0,0,0,0,1,0,0,0,1,1,6,6,66.0,65.34,0.0,28742.44,29668.86,0.842
18101,2016,1,2,5,18.5,0,3,2,0.0,0,1,0,0,0,0,0,1,0,35,0,0,0,1,1,6,3,60.0,59.4,0.0,40141.59,40833.24,0.898
20940,2016,1,2,5,19.25,0,1,2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,85.0,84.15,0.0,28742.44,29668.86,0.842
26635,2016,1,2,5,20.0,0,1,1,0.0,0,0,0,4,4,0,0,0,0,1,0,0,0,1,1,6,6,76.0,75.24,0.0,28742.44,29668.86,0.842
13045,2016,1,2,5,21.0,4,13,2,0.0,0,1,0,0,0,0,0,0,6,1,0,0,0,1,1,6,6,70.67,69.9633,0.0,28742.44,29668.86,0.842
39907,2016,1,2,5,22.5,0,1,2,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6,6,77.0,76.23,0.0,28742.44,29668.86,0.842
24290,2016,1,2,5,22.75,0,1,2,0.0,0,1,0,0,0,0,0,1,0,12,0,0,0,1,1,6,6,58.0,57.42,0.0,28742.44,29668.86,0.842
12223,2016,1,2,5,23.0,0,2,2,0.0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,6,6,44.0,43.56,0.0,33525.74,34912.48,0.885
37075,2016,1,2,5,23.75,0,1,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,6,6,82.0,81.17999999999999,0.0,36194.87,36909.33,0.876
15067,2016,1,2,6,14.25,0,1,2,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,6,5,89.0,88.11,0.0,55032.96,56803.47,0.92
22280,2016,1,2,6,14.75,0,3,2,0.0,0,1,0,1,0,1,0,1,0,40,0,1,0,1,1,3,3,60.0,59.4,0.0,28742.44,29668.86,0.842
31318,2016,1,2,6,15.25,0,1,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,6,6,73.9,73.161,0.0,41259.0,42509.89,0.918
13181,2016,1,2,6,16.0,1,4,2,0.0,0,1,0,0,0,0,0,1,0,30,0,0,0,1,1,6,3,60.0,59.4,0.0,40141.59,40833.24,0.898
11139,2016,1,2,6,16.25,0,4,2,0.0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,1,6,6,89.0,88.11,0.0,36194.87,36909.33,0.876
14322,2016,1,2,6,17.0,0,1,2,0.0,0,1,0,0,0,0,0,1,0,4,1,0,0,1,0,6,6,86.0,85.14,0.0,16358.39,15813.86,0.757
35392,2016,1,2,6,18.5,1,4,2,0.0,0,1,1,1,0,1,0,1,0,100,0,1,0,1,1,3,3,99.0,98.01,0.0,28742.44,29668.86,0.842
10909,2016,1,2,6,18.75,0,3,2,0.0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,6,6,84.0,83.16,0.0,33525.74,34912.48,0.885
24909,2016,1,2,6,19.5,0,2,2,0.0,0,1,0,0,0,0,0,1,0,24,1,1,0,1,1,6,6,115.5,114.345,0.0,16358.39,15813.86,0.757
27779,2016,1,2,6,19.75,0,2,0,2.0,0,1,0,0,0,0,0,1,0,33,0,1,0,1,1,5,5,6.0,5.94,0.0,16358.39,15813.86,0.757
33942,2016,1,2,6,20.0,0,2,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,6,6,79.0,78.21,0.0,33525.74,34912.48,0.885
19681,2016,1,2,6,20.75,2,9,2,0.0,0,1,0,1,0,1,0,0,0,57,0,1,0,1,1,3,3,95.0,94.05,0.0,28742.44,29668.86,0.842
15320,2016,1,2,6,21.75,0,1,2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,85.0,84.15,0.0,28742.44,29668.86,0.842
30777,2016,1,2,6,22.75,0,1,2,0.0,0,0,0,3,3,0,0,0,0,2,0,0,0,1,1,6,6,75.0,74.25,0.0,28742.44,29668.86,0.842
38052,2016,1,2,6,23.25,0,2,1,0.0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,6,6,45.0,44.55,0.0,28742.44,29668.86,0.842
31746,2016,1,2,7,16.0,2,4,2,0.0,0,1,0,0,0,0,0,1,0,41,0,1,0,1,1,6,3,86.07,85.2093,0.0,13090.48,13185.25,0.692
39296,2016,1,2,7,18.0,0,1,1,0.0,0,1,0,3,3,0,0,1,1,1,0,0,0,1,1,6,3,45.0,44.55,0.0,28742.44,29668.86,0.842
37765,2016,1,2,7,18.5,0,1,0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,5,5,6.0,5.94,0.0,40141.59,40833.24,0.898
27227,2016,1,2,7,18.75,0,3,2,0.0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,5,5,77.25,76.4775,0.0,41259.0,42509.89,0.918
21481,2016,1,2,7,21.0,0,3,2,0.0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,5,5,77.25,76.4775,0.0,5682.73,6133.89,0.627
35429,2016,1,2,7,21.0,0,1,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,6,3,45.0,44.55,0.0,28742.44,29668.86,0.842
35874,2016,1,2,7,21.25,0,1,2,0.0,0,1,0,0,0,0,0,1,0,5,0,0,0,1,0,6,6,75.0,74.25,0.0,33525.74,34912.48,0.885
36109,2016,1,2,7,21.5,0,1,1,0.0,0,0,0,2,2,0,0,0,0,1,0,1,0,1,1,6,6,65.0,64.35,0.0,28742.44,29668.86,0.842
15079,2016,1,2,7,21.5,1,3,2,0.0,0,1,0,0,0,0,0,1,0,23,0,2,0,1,1,6,6,87.0,86.13,0.0,36194.87,36909.33,0.876
14095,2016,1,2,7,22.25,2,3,2,0.0,0,1,0,0,0,0,0,1,0,12,0,0,0,1,1,6,6,87.0,86.13,0.0,40141.59,40833.24,0.898
36396,2016,1,2,7,22.5,0,1,1,0.0,0,0,0,3,3,0,0,0,0,1,0,0,0,1,1,6,6,65.0,64.35,0.0,28742.44,29668.86,0.842
30182,2016,1,2,8,14.0,0,1,2,0.0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,6,6,67.5,66.825,0.0,12561.25,12944.82,0.745
11348,2016,1,2,8,15.25,0,2,2,0.0,0,1,0,0,0,0,0,1,0,4,0,1,0,1,1,6,6,87.0,86.13,0.0,40141.59,40833.24,0.898
26931,2016,1,2,8,16.75,0,2,2,0.0,0,0,0,11,0,11,0,1,0,1,0,0,0,1,0,6,6,67.5,66.825,0.0,16358.39,15813.86,0.757
10902,2016,1,2,8,18.25,1,2,2,0.0,0,1,0,0,0,0,0,1,0,32,0,1,0,1,1,6,3,58.0,57.42,0.0,28742.44,29668.86,0.842
18488,2016,1,2,8,18.75,8,22,2,0.0,0,1,0,1,0,1,0,0,0,21,0,0,0,1,1,6,6,52.5,51.975,0.0,28742.44,29668.86,0.842
24801,2016,1,2,8,18.75,2,2,2,0.0,0,1,0,0,0,0,0,1,0,126,0,1,0,1,1,3,3,87.0,86.13,0.0,40141.59,40833.24,0.898
22756,2016,1,2,8,19.0,0,2,2,0.0,0,1,0,0,0,0,0,1,1,28,0,0,0,1,2,6,6,97.0,96.03,0.0,20623.32,21631.77,0.805
34170,2016,1,2,8,20.5,0,2,2,0.0,0,0,0,11,0,11,0,1,0,1,1,0,0,1,0,6,6,76.5,75.735,0.0,16358.39,15813.86,0.757
20473,2016,1,2,8,20.75,2,5,2,0.0,0,1,0,0,0,0,0,1,0,29,0,1,0,1,1,6,5,79.54,78.7446,0.0,16358.39,15813.86,0.757
12684,2016,1,2,8,22.75,1,2,2,0.0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,1,6,6,70.0,69.3,0.0,13446.4,14455.0,0.743
39449,2016,1,2,9,14.5,0,1,2,0.0,1,1,0,0,0,0,0,1,1,4,0,1,0,1,0,6,6,77.0,76.23,0.0,44929.69,46213.27,0.913
22334,2016,1,2,9,16.25,2,1,1,0.0,0,1,1,0,0,0,0,1,0,39,0,0,0,1,2,6,6,73.6,72.86399999999999,0.0,41259.0,42509.89,0.918
31845,2016,1,2,9,16.5,2,2,2,0.0,0,1,0,0,0,0,0,1,0,16,0,0,0,1,1,6,6,61.16,60.5484,0.0,25612.26,26856.04,0.855
27387,2016,1,2,9,18.5,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,0.0,0.0,0.0,28742.44,29668.86,0.842
19070,2016,1,2,9,18.75,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,0.0,0.0,0.0,28742.44,29668.86,0.842
19578,2016,1,2,9,19.5,1,1,2,0.0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,6,6,67.5,66.825,0.0,8710.75,7972.44,0.743
22740,2016,1,2,9,19.75,2,4,1,1.0,0,1,0,0,0,0,0,1,0,29,0,0,0,1,1,6,6,100.0,99.0,0.0,28742.44,29668.86,0.842
29878,2016,1,2,9,20.0,0,1,2,0.0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,6,6,69.5,68.80499999999999,0.0,41259.0,42509.89,0.918
17354,2016,1,2,9,21.0,0,1,2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,75.0,74.25,0.0,7199.25,7096.6,0.572
23830,2016,1,2,9,21.75,1,1,2,0.0,0,0,0,12,1,11,0,1,0,1,0,1,0,1,1,3,3,89.3,88.407,0.0,28742.44,29668.86,0.842
27497,2016,1,2,9,22.0,2,1,2,0.0,0,1,1,0,0,0,0,1,0,39,0,0,0,1,2,2,2,114.8,113.652,0.0,41259.0,42509.89,0.918
19205,2016,1,2,9,23.25,1,1,2,0.0,0,1,0,0,0,0,0,1,0,3,0,1,0,1,1,6,6,78.3,77.517,0.0,7199.25,7096.6,0.572
24733,2016,1,3,10,15.75,2,5,2,0.0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,6,6,41.84,41.421600000000005,0.0,7199.25,7096.6,0.572
15619,2016,1,3,10,16.0,2,2,3,0.0,0,1,0,0,0,0,0,1,1,54,0,1,0,1,1,3,3,95.19,94.2381,0.0,44929.69,46213.27,0.913
16942,2016,1,3,10,17.0,1,0,1,0.0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,1,6,6,82.0,81.17999999999999,0.0,41259.0,42509.89,0.918
26735,2016,1,3,10,17.5,2,1,1,0.0,0,1,0,0,0,0,0,1,0,12,0,0,0,1,1,6,6,63.37,62.7363,0.0,40141.59,40833.24,0.898
26618,2016,1,3,10,17.5,2,1,2,0.0,0,1,0,0,0,0,0,1,0,7,0,1,0,1,1,6,6,89.0,88.11,0.0,36194.87,36909.33,0.876
29838,2016,1,3,10,19.25,6,14,2,0.0,0,0,0,1,0,1,0,0,0,4,0,1,0,1,1,3,3,75.0,74.25,0.0,28742.44,29668.86,0.842
23432,2016,1,3,10,20.75,4,6,1,0.0,0,1,0,0,0,0,0,1,0,8,0,0,0,1,1,6,6,81.7,80.883,0.0,52550.79,53897.94,0.854
17591,2016,1,3,10,22.0,6,14,2,0.0,0,1,0,0,0,0,0,1,0,6,0,1,0,1,1,6,6,87.7,86.82300000000001,0.0,28742.44,29668.86,0.842
25270,2016,1,3,10,22.0,0,0,2,0.0,0,1,0,0,0,0,0,1,0,3,0,1,0,1,0,6,6,0.0,0.0,0.0,41259.0,42509.89,0.918
16192,2016,1,3,10,23.0,1,0,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,6,54.02,53.4798,0.0,55032.96,56803.47,0.92
35470,2016,1,3,10,23.25,2,2,2,0.0,0,1,0,0,0,0,0,1,0,79,0,0,0,1,1,6,6,70.0,69.3,0.0,28742.44,29668.86,0.842
32406,2016,1,3,11,14.25,1,0,1,0.0,0,1,0,0,0,0,0,1,0,23,0,0,0,1,0,6,6,61.0,60.39,0.0,55032.96,56803.47,0.92
29783,2016,1,3,11,15.75,1,0,1,0.0,0,0,0,5,5,0,0,0,0,3,0,0,0,1,1,6,6,66.0,65.34,0.0,28742.44,29668.86,0.842
22383,2016,1,3,11,20.25,1,2,1,0.0,0,0,0,7,7,0,0,0,0,0,0,0,0,1,1,6,6,65.0,64.35,0.0,28742.44,29668.86,0.842
24391,2016,1,3,11,21.25,1,2,2,0.0,0,1,0,0,0,0,0,1,0,5,0,1,0,1,1,3,3,99.0,98.01,0.0,40141.59,40833.24,0.898
29732,2016,1,3,12,15.5,0,2,2,0.0,0,1,0,0,0,0,0,1,0,11,0,0,0,1,1,6,6,69.6,68.904,0.0,36194.87,36909.33,0.876
29386,2016,1,3,12,16.0,0,2,1,0.0,0,1,0,1,0,1,0,1,0,124,0,1,0,1,1,6,6,57.75,57.1725,0.0,28742.44,29668.86,0.842
11779,2016,1,3,12,18.5,6,18,1,0.0,0,1,0,0,0,0,0,1,0,8,0,0,0,1,1,6,6,80.62,79.8138,0.0,13446.4,14455.0,0.743
28739,2016,1,3,12,19.5,0,2,2,0.0,10,1,0,0,0,0,0,1,1,37,0,1,0,1,1,3,3,84.45,83.6055,0.0,28742.44,29668.86,0.842
30863,2016,1,3,12,20.5,0,2,2,0.0,0,1,0,0,0,0,0,1,0,6,0,3,0,1,0,6,6,69.5,68.80499999999999,0.0,13446.4,14455.0,0.743
21314,2016,1,3,12,20.5,0,2,2,0.0,0,1,0,0,0,0,0,1,0,6,0,2,0,1,0,6,6,69.5,68.80499999999999,0.0,13446.4,14455.0,0.743
39248,2016,1,3,12,22.25,0,4,2,0.0,0,1,0,0,0,0,0,1,0,24,0,2,0,1,1,6,6,89.0,88.11,0.0,36194.87,36909.33,0.876
25848,2016,1,3,12,22.5,0,1,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,6,79.0,78.21,0.0,28742.44,29668.86,0.842
38873,2016,1,3,12,22.75,0,4,2,0.0,0,1,0,0,0,0,0,1,0,36,0,0,0,1,1,6,6,60.29,59.6871,0.0,28742.44,29668.86,0.842
17539,2016,1,3,12,22.75,0,2,1,0.0,0,1,0,1,0,1,0,1,0,124,0,1,0,1,1,6,6,65.45,64.7955,0.0,28742.44,29668.86,0.842
37145,2016,1,3,12,23.0,4,10,2,2.0,0,1,0,0,0,0,0,1,0,16,0,0,0,1,1,2,2,152.0,150.48,0.0,7199.25,7096.6,0.572
38549,2016,1,3,13,14.5,0,3,2,0.0,0,1,0,0,0,0,0,1,0,5,0,0,0,1,1,6,6,66.0,65.34,0.0,40141.59,40833.24,0.898
22389,2016,1,3,13,16.0,0,4,2,2.0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,180.0,178.2,0.0,28742.44,29668.86,0.842
25453,2016,1,3,13,16.75,0,4,1,0.0,0,1,0,0,0,0,0,1,0,17,0,0,0,1,1,6,6,63.37,62.7363,0.0,28742.44,29668.86,0.842
12110,2016,1,3,13,17.5,0,2,2,0.0,0,1,0,0,0,0,0,1,0,35,0,0,0,1,1,6,6,78.3,77.517,0.0,28742.44,29668.86,0.842
13533,2016,1,3,13,19.0,0,1,2,0.0,0,0,0,2,2,0,0,0,0,2,0,1,0,1,1,6,3,42.0,41.58,0.0,28742.44,29668.86,0.842
39025,2016,1,3,13,19.0,0,1,2,0.0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,6,6,77.0,76.23,0.0,28742.44,29668.86,0.842
